BENSON,,,,
NGR = 4625E 1916N,,,,
Altitude = 57 metres,,,,
Latitude = 51:62N Longitude = 01:10W,,,,
Date,Hour,Hourly Mean Windspeed (kn),Hourly Mean Wind Direction (o),Hourly Temperature (°C)
28/03/2012,22,1,110,4.9
28/03/2012,23,2,100,4.7
29/03/2012,0,1,160,2.4
29/03/2012,1,1,90,2.7
29/03/2012,2,2,80,2.1
29/03/2012,3,1,100,1.8
29/03/2012,4,2,10,0.4
29/03/2012,5,2,60,0.0
29/03/2012,6,1,130,-0.4
29/03/2012,7,2,50,2.4
29/03/2012,8,1,180,6.9
29/03/2012,9,2,200,9.9
29/03/2012,10,3,340,13.1
29/03/2012,11,6,350,14.8
29/03/2012,12,6,360,16.4
29/03/2012,13,7,340,17.3
29/03/2012,14,7,340,18.1
29/03/2012,15,7,340,18.3
29/03/2012,16,8,350,18.2
29/03/2012,17,7,350,18.0
29/03/2012,18,4,340,16.9
29/03/2012,19,3,320,12.1
29/03/2012,20,1,290,8.8
29/03/2012,21,1,320,7.8
29/03/2012,22,3,320,10.3
29/03/2012,23,6,340,9.7
30/03/2012,0,6,340,8.0
30/03/2012,1,4,340,5.7
30/03/2012,2,2,360,2.7
30/03/2012,3,2,90,2.6
30/03/2012,4,2,40,2.5
30/03/2012,5,4,20,1.8
30/03/2012,6,2,20,2.9
30/03/2012,7,1,320,4.7
30/03/2012,8,3,350,6.3
30/03/2012,9,6,350,7.2
30/03/2012,10,5,350,7.9
30/03/2012,11,4,350,8.7
30/03/2012,12,4,360,10.0
30/03/2012,13,4,310,11.3
30/03/2012,14,5,330,11.4
30/03/2012,15,6,330,12.6
30/03/2012,16,5,320,12.9
30/03/2012,17,5,320,13.5
30/03/2012,18,5,320,12.3
30/03/2012,19,3,290,10.8
30/03/2012,20,2,300,5.8
30/03/2012,21,3,340,6.5
30/03/2012,22,3,350,7.5
30/03/2012,23,5,340,7.5
31/03/2012,0,3,350,5.4
31/03/2012,1,2,320,4.6
31/03/2012,2,2,300,4.4
31/03/2012,3,2,310,5.8
31/03/2012,4,3,290,6.5
31/03/2012,5,2,280,6.3
31/03/2012,6,1,290,6.5
31/03/2012,7,1,10,6.8
31/03/2012,8,4,10,7.9
31/03/2012,9,7,30,8.6
31/03/2012,10,9,40,9.3
31/03/2012,11,11,40,9.6
31/03/2012,12,9,40,9.3
31/03/2012,13,9,20,10.5
31/03/2012,14,10,10,9.5
31/03/2012,15,11,40,10.1
31/03/2012,16,11,30,9.9
31/03/2012,17,11,40,8.9
31/03/2012,18,10,50,8.1
31/03/2012,19,9,50,7.5
31/03/2012,20,10,50,7.1
31/03/2012,21,10,50,5.7
31/03/2012,22,6,40,3.9
31/03/2012,23,5,20,0.1
01/04/2012,0,2,30,-0.7
01/04/2012,1,2,10,-1.5
01/04/2012,2,4,40,-1.9
01/04/2012,3,2,360,-1.8
01/04/2012,4,1,320,-3.0
01/04/2012,5,2,20,-4.5
01/04/2012,6,3,50,-3.8
01/04/2012,7,1,290,-2.1
01/04/2012,8,1,20,1.5
01/04/2012,9,3,350,4.6
01/04/2012,10,4,360,6.5
01/04/2012,11,3,50,7.8
01/04/2012,12,3,10,8.7
01/04/2012,13,4,40,10.1
01/04/2012,14,4,20,10.7
01/04/2012,15,4,40,11.2
01/04/2012,16,3,350,11.8
01/04/2012,17,3,30,11.9
01/04/2012,18,3,330,11.3
01/04/2012,19,2,360,6.5
01/04/2012,20,2,100,3.6
01/04/2012,21,1,170,1.9
01/04/2012,22,1,180,0.8
01/04/2012,23,0,0,0.1
02/04/2012,0,1,80,-0.3
02/04/2012,1,3,120,-0.3
02/04/2012,2,1,100,-1.7
02/04/2012,3,0,0,-1.0
02/04/2012,4,1,80,-0.5
02/04/2012,5,1,50,-1.8
02/04/2012,6,1,140,-2.2
02/04/2012,7,1,190,-0.1
02/04/2012,8,1,170,4.1
02/04/2012,9,1,160,7.0
02/04/2012,10,1,300,9.4
02/04/2012,11,3,310,10.7
02/04/2012,12,3,310,10.9
02/04/2012,13,4,290,12.2
02/04/2012,14,5,290,13.1
02/04/2012,15,5,290,12.7
02/04/2012,16,5,290,12.8
02/04/2012,17,4,310,12.1
02/04/2012,18,3,320,10.9
02/04/2012,19,4,360,8.7
02/04/2012,20,4,10,7.7
02/04/2012,21,4,40,7.2
02/04/2012,22,2,360,5.9
02/04/2012,23,1,360,1.5
03/04/2012,0,2,40,0.3
03/04/2012,1,1,80,0.8
03/04/2012,2,1,160,1.2
03/04/2012,3,2,130,2.1
03/04/2012,4,1,100,2.9
03/04/2012,5,1,190,3.1
03/04/2012,6,1,200,3.8
03/04/2012,7,1,190,5.3
03/04/2012,8,2,210,7.4
03/04/2012,9,4,260,9.4
03/04/2012,10,5,270,11.1
03/04/2012,11,7,260,11.1
03/04/2012,12,8,260,12.2
03/04/2012,13,7,270,12.9
03/04/2012,14,9,250,12.9
03/04/2012,15,9,240,12.6
03/04/2012,16,9,250,10.0
03/04/2012,17,10,290,9.8
03/04/2012,18,8,280,8.8
03/04/2012,19,7,250,7.8
03/04/2012,20,3,240,7.6
03/04/2012,21,6,280,6.4
03/04/2012,22,4,290,5.7
03/04/2012,23,2,320,5.9
04/04/2012,0,3,290,5.2
04/04/2012,1,3,250,4.9
04/04/2012,2,3,250,3.7
04/04/2012,3,3,230,1.9
04/04/2012,4,2,210,0.9
04/04/2012,5,3,220,-0.2
04/04/2012,6,2,220,0.9
04/04/2012,7,1,100,0.8
04/04/2012,8,1,90,4.0
04/04/2012,9,3,20,5.3
04/04/2012,10,3,10,6.0
04/04/2012,11,4,40,7.2
04/04/2012,12,5,70,8.6
04/04/2012,13,6,70,10.0
04/04/2012,14,7,40,10.3
04/04/2012,15,8,90,9.1
04/04/2012,16,8,90,9.3
04/04/2012,17,8,90,9.4
04/04/2012,18,9,50,7.5
04/04/2012,19,13,30,6.3
04/04/2012,20,13,40,5.3
04/04/2012,21,14,30,5.5
04/04/2012,22,14,40,5.4
04/04/2012,23,12,40,5.6
05/04/2012,0,13,30,5.5
05/04/2012,1,12,30,5.5
05/04/2012,2,11,30,5.4
05/04/2012,3,13,40,5.5
05/04/2012,4,13,40,5.2
05/04/2012,5,13,30,5.2
05/04/2012,6,13,40,5.0
05/04/2012,7,11,40,5.3
05/04/2012,8,12,30,5.7
05/04/2012,9,11,40,6.1
05/04/2012,10,11,40,6.5
05/04/2012,11,11,40,6.8
05/04/2012,12,12,30,7.1
05/04/2012,13,12,40,7.5
05/04/2012,14,12,50,8.0
05/04/2012,15,12,50,8.3
05/04/2012,16,11,30,8.3
05/04/2012,17,11,40,8.0
05/04/2012,18,9,30,7.5
05/04/2012,19,6,20,6.4
05/04/2012,20,7,20,5.9
05/04/2012,21,11,20,5.0
05/04/2012,22,9,30,4.3
05/04/2012,23,8,40,2.3
06/04/2012,0,6,30,0.9
06/04/2012,1,2,40,-0.3
06/04/2012,2,2,10,-2.8
06/04/2012,3,1,80,-3.5
06/04/2012,4,2,80,-4.6
06/04/2012,5,1,90,-5.2
06/04/2012,6,2,180,-4.8
06/04/2012,7,1,70,-1.1
06/04/2012,8,1,150,0.8
06/04/2012,9,2,240,3.9
06/04/2012,10,3,360,7.2
06/04/2012,11,6,330,9.0
06/04/2012,12,8,340,9.9
06/04/2012,13,7,350,9.6
06/04/2012,14,7,320,10.1
06/04/2012,15,7,320,9.9
06/04/2012,16,7,320,9.8
06/04/2012,17,7,320,9.7
06/04/2012,18,7,310,9.3
06/04/2012,19,5,310,9.1
06/04/2012,20,3,300,8.4
06/04/2012,21,2,280,7.9
06/04/2012,22,3,290,7.7
06/04/2012,23,3,290,7.7
07/04/2012,0,3,290,7.7
07/04/2012,1,3,280,7.8
07/04/2012,2,4,300,7.6
07/04/2012,3,3,300,7.7
07/04/2012,4,5,300,7.0
07/04/2012,5,4,310,7.3
07/04/2012,6,3,320,7.4
07/04/2012,7,3,340,7.9
07/04/2012,8,5,20,8.8
07/04/2012,9,6,30,9.5
07/04/2012,10,10,40,8.6
07/04/2012,11,9,40,8.9
07/04/2012,12,8,40,9.6
07/04/2012,13,7,10,10.1
07/04/2012,14,6,10,9.8
07/04/2012,15,10,20,8.5
07/04/2012,16,10,40,7.9
07/04/2012,17,7,40,8.4
07/04/2012,18,6,30,7.3
07/04/2012,19,3,30,6.6
07/04/2012,20,1,350,6.2
07/04/2012,21,1,150,6.4
07/04/2012,22,2,190,6.0
07/04/2012,23,3,180,6.2
08/04/2012,0,4,170,5.7
08/04/2012,1,3,180,6.1
08/04/2012,2,4,180,6.2
08/04/2012,3,4,180,6.5
08/04/2012,4,5,180,6.7
08/04/2012,5,3,190,6.9
08/04/2012,6,4,180,7.1
08/04/2012,7,2,210,7.9
08/04/2012,8,5,270,9.2
08/04/2012,9,6,280,10.2
08/04/2012,10,7,270,10.5
08/04/2012,11,6,270,11.1
08/04/2012,12,5,290,11.8
08/04/2012,13,6,270,12.7
08/04/2012,14,7,250,13.1
08/04/2012,15,9,240,12.8
08/04/2012,16,8,250,13.8
08/04/2012,17,10,270,13.4
08/04/2012,18,12,250,11.9
08/04/2012,19,11,250,10.8
08/04/2012,20,9,250,9.9
08/04/2012,21,7,240,9.4
08/04/2012,22,7,240,8.9
08/04/2012,23,7,240,8.5
09/04/2012,0,6,220,8.5
09/04/2012,1,7,220,8.3
09/04/2012,2,7,220,8.3
09/04/2012,3,8,210,8.1
09/04/2012,4,9,210,8.1
09/04/2012,5,11,210,8.2
09/04/2012,6,11,210,8.1
09/04/2012,7,11,210,8.5
09/04/2012,8,13,210,8.8
09/04/2012,9,14,210,9.2
09/04/2012,10,14,210,9.8
09/04/2012,11,14,210,10.3
09/04/2012,12,14,210,10.5
09/04/2012,13,14,210,11.1
09/04/2012,14,16,210,11.3
09/04/2012,15,15,200,10.9
09/04/2012,16,16,200,10.6
09/04/2012,17,16,200,10.5
09/04/2012,18,16,200,10.4
09/04/2012,19,15,200,10.2
09/04/2012,20,15,190,10.0
09/04/2012,21,14,190,10.0
09/04/2012,22,13,190,10.1
09/04/2012,23,13,210,10.0
10/04/2012,0,14,240,9.1
10/04/2012,1,11,250,8.1
10/04/2012,2,12,240,6.7
10/04/2012,3,9,220,5.4
10/04/2012,4,9,220,4.6
10/04/2012,5,8,220,4.1
10/04/2012,6,10,210,4.4
10/04/2012,7,10,200,5.6
10/04/2012,8,11,210,7.0
10/04/2012,9,14,220,8.7
10/04/2012,10,13,230,9.7
10/04/2012,11,12,240,9.2
10/04/2012,12,13,240,7.4
10/04/2012,13,10,260,7.7
10/04/2012,14,9,250,10.6
10/04/2012,15,12,240,11.2
10/04/2012,16,12,240,11.1
10/04/2012,17,12,260,9.1
10/04/2012,18,7,320,8.8
10/04/2012,19,4,300,7.2
10/04/2012,20,4,230,5.1
10/04/2012,21,3,200,3.2
10/04/2012,22,5,170,3.1
10/04/2012,23,5,180,1.9
11/04/2012,0,5,160,2.7
11/04/2012,1,5,150,2.1
11/04/2012,2,6,160,2.1
11/04/2012,3,5,160,1.5
11/04/2012,4,5,160,1.7
11/04/2012,5,4,160,1.0
11/04/2012,6,3,160,1.9
11/04/2012,7,4,170,4.0
11/04/2012,8,3,180,5.6
11/04/2012,9,3,240,8.0
11/04/2012,10,5,280,8.7
11/04/2012,11,4,290,10.1
11/04/2012,12,5,260,11.0
11/04/2012,13,5,40,10.4
11/04/2012,14,4,40,10.8
11/04/2012,15,3,360,12.6
11/04/2012,16,7,270,11.7
11/04/2012,17,11,290,9.7
11/04/2012,18,7,300,8.8
11/04/2012,19,3,290,8.2
11/04/2012,20,3,260,4.7
11/04/2012,21,4,180,4.1
11/04/2012,22,2,180,2.8
11/04/2012,23,1,170,2.2
12/04/2012,0,1,90,1.1
12/04/2012,1,1,110,-0.6
12/04/2012,2,1,160,-0.7
12/04/2012,3,2,130,-0.6
12/04/2012,4,2,110,2.3
12/04/2012,5,2,20,3.6
12/04/2012,6,1,80,2.9
12/04/2012,7,1,180,4.1
12/04/2012,8,1,190,6.5
12/04/2012,9,3,290,7.9
12/04/2012,10,2,340,9.3
12/04/2012,11,5,200,10.1
12/04/2012,12,6,60,10.8
12/04/2012,13,4,320,12.1
12/04/2012,14,6,290,12.6
12/04/2012,15,9,330,8.9
12/04/2012,16,7,330,11.6
12/04/2012,17,7,330,11.4
12/04/2012,18,5,330,9.8
12/04/2012,19,3,310,8.5
12/04/2012,20,3,330,6.7
12/04/2012,21,2,70,4.2
12/04/2012,22,1,210,2.3
12/04/2012,23,3,330,4.1
13/04/2012,0,7,30,5.1
13/04/2012,1,3,310,3.7
13/04/2012,2,1,310,-0.2
13/04/2012,3,3,40,0.0
13/04/2012,4,1,10,-1.7
13/04/2012,5,1,150,-2.1
13/04/2012,6,2,150,-1.8
13/04/2012,7,1,190,-0.3
13/04/2012,8,1,50,1.3
13/04/2012,9,1,240,3.6
13/04/2012,10,2,330,7.9
13/04/2012,11,4,10,10.1
13/04/2012,12,4,10,10.2
13/04/2012,13,4,360,11.0
13/04/2012,14,3,360,11.6
13/04/2012,15,6,360,11.7
13/04/2012,16,5,10,11.5
13/04/2012,17,7,20,11.3
13/04/2012,18,6,20,10.2
13/04/2012,19,4,30,7.9
13/04/2012,20,4,70,9.0
13/04/2012,21,9,40,6.8
13/04/2012,22,9,40,6.2
13/04/2012,23,5,30,5.6
14/04/2012,0,3,10,5.3
14/04/2012,1,5,10,3.8
14/04/2012,2,4,20,3.9
14/04/2012,3,6,20,3.8
14/04/2012,4,5,10,4.6
14/04/2012,5,7,20,4.1
14/04/2012,6,7,30,4.1
14/04/2012,7,7,30,4.4
14/04/2012,8,10,30,5.4
14/04/2012,9,13,30,6.5
14/04/2012,10,11,30,7.8
14/04/2012,11,8,20,8.4
14/04/2012,12,10,20,9.2
14/04/2012,13,10,20,9.8
14/04/2012,14,10,20,10.2
14/04/2012,15,10,20,10.3
14/04/2012,16,10,20,9.6
14/04/2012,17,10,20,9.4
14/04/2012,18,9,20,8.5
14/04/2012,19,12,20,7.0
14/04/2012,20,13,20,6.5
14/04/2012,21,13,20,5.8
14/04/2012,22,11,20,5.1
14/04/2012,23,7,10,3.5
15/04/2012,0,6,360,2.7
15/04/2012,1,4,350,0.3
15/04/2012,2,4,10,0.3
15/04/2012,3,2,20,0.0
15/04/2012,4,3,30,-0.5
15/04/2012,5,3,40,-1.1
15/04/2012,6,3,30,-0.8
15/04/2012,7,3,20,1.4
15/04/2012,8,4,10,4.2
15/04/2012,9,10,10,6.3
15/04/2012,10,13,10,7.6
15/04/2012,11,13,360,7.7
15/04/2012,12,15,360,8.5
15/04/2012,13,13,10,9.1
15/04/2012,14,12,360,8.6
15/04/2012,15,12,360,9.2
15/04/2012,16,12,360,7.9
15/04/2012,17,12,30,7.2
15/04/2012,18,11,20,6.9
15/04/2012,19,8,20,4.8
15/04/2012,20,6,30,2.0
15/04/2012,21,4,20,1.8
15/04/2012,22,3,20,-0.2
15/04/2012,23,2,50,-2.0
16/04/2012,0,1,310,-2.2
16/04/2012,1,1,50,-4.1
16/04/2012,2,1,90,-4.4
16/04/2012,3,1,90,-4.7
16/04/2012,4,2,80,-5.3
16/04/2012,5,1,110,-4.7
16/04/2012,6,1,130,-4.2
16/04/2012,7,1,120,1.0
16/04/2012,8,3,70,3.8
16/04/2012,9,3,300,5.7
16/04/2012,10,3,290,7.6
16/04/2012,11,3,160,8.2
16/04/2012,12,3,220,9.7
16/04/2012,13,4,210,10.5
16/04/2012,14,7,200,10.1
16/04/2012,15,6,210,9.9
16/04/2012,16,7,190,9.9
16/04/2012,17,8,190,9.8
16/04/2012,18,10,200,9.3
16/04/2012,19,11,210,7.2
16/04/2012,20,9,190,6.4
16/04/2012,21,9,180,6.1
16/04/2012,22,11,180,5.4
16/04/2012,23,11,180,4.6
17/04/2012,0,13,170,5.1
17/04/2012,1,16,160,5.3
17/04/2012,2,15,160,5.5
17/04/2012,3,17,160,5.9
17/04/2012,4,20,160,6.1
17/04/2012,5,21,170,6.4
17/04/2012,6,22,170,6.0
17/04/2012,7,21,170,6.5
17/04/2012,8,19,170,7.1
17/04/2012,9,11,210,9.4
17/04/2012,10,12,270,10.4
17/04/2012,11,14,260,10.9
17/04/2012,12,16,250,11.4
17/04/2012,13,16,250,11.9
17/04/2012,14,15,250,12.5
17/04/2012,15,16,240,10.8
17/04/2012,16,15,230,7.4
17/04/2012,17,13,210,8.6
17/04/2012,18,15,210,7.8
17/04/2012,19,12,200,6.1
17/04/2012,20,10,170,6.0
17/04/2012,21,8,190,5.4
17/04/2012,22,10,180,4.8
17/04/2012,23,12,180,5.2
18/04/2012,0,11,180,5.2
18/04/2012,1,12,170,5.6
18/04/2012,2,12,160,6.1
18/04/2012,3,13,170,6.1
18/04/2012,4,16,150,6.8
18/04/2012,5,17,150,6.6
18/04/2012,6,17,150,6.4
18/04/2012,7,19,150,6.7
18/04/2012,8,18,140,7.2
18/04/2012,9,17,150,7.6
18/04/2012,10,18,150,9.1
18/04/2012,11,16,160,10.9
18/04/2012,12,17,160,10.9
18/04/2012,13,11,180,10.4
18/04/2012,14,9,190,9.1
18/04/2012,15,8,160,8.9
18/04/2012,16,5,320,7.8
18/04/2012,17,4,40,8.0
18/04/2012,18,3,10,7.9
18/04/2012,19,3,300,7.6
18/04/2012,20,5,280,7.4
18/04/2012,21,6,280,7.3
18/04/2012,22,6,280,7.2
18/04/2012,23,8,280,6.8
19/04/2012,0,8,270,6.6
19/04/2012,1,9,270,6.7
19/04/2012,2,9,270,6.4
19/04/2012,3,8,280,6.4
19/04/2012,4,9,280,6.1
19/04/2012,5,9,280,5.7
19/04/2012,6,7,280,5.1
19/04/2012,7,8,280,5.3
19/04/2012,8,6,280,6.6
19/04/2012,9,8,290,7.7
19/04/2012,10,8,290,8.5
19/04/2012,11,10,300,9.5
19/04/2012,12,7,290,10.3
19/04/2012,13,11,290,7.9
19/04/2012,14,8,270,9.2
19/04/2012,15,9,240,11.0
19/04/2012,16,8,280,8.1
19/04/2012,17,8,270,9.4
19/04/2012,18,8,280,7.7
19/04/2012,19,5,290,8.7
19/04/2012,20,5,290,7.4
19/04/2012,21,3,250,7.4
19/04/2012,22,4,270,6.1
19/04/2012,23,4,280,7.1
20/04/2012,0,6,280,7.5
20/04/2012,1,6,270,6.4
20/04/2012,2,3,250,4.2
20/04/2012,3,2,220,2.9
20/04/2012,4,2,260,3.6
20/04/2012,5,3,180,2.6
20/04/2012,6,3,170,2.3
20/04/2012,7,4,160,5.7
20/04/2012,8,2,230,8.0
20/04/2012,9,5,250,9.5
20/04/2012,10,7,240,10.2
20/04/2012,11,10,220,10.1
20/04/2012,12,8,200,9.6
20/04/2012,13,7,260,10.5
20/04/2012,14,9,260,11.6
20/04/2012,15,12,230,11.1
20/04/2012,16,9,300,9.4
20/04/2012,17,7,290,9.2
20/04/2012,18,5,280,9.6
20/04/2012,19,4,240,8.3
20/04/2012,20,4,190,5.5
20/04/2012,21,4,190,7.1
20/04/2012,22,5,220,6.4
20/04/2012,23,4,200,5.3
21/04/2012,0,3,200,4.3
21/04/2012,1,3,190,4.5
21/04/2012,2,4,180,3.3
21/04/2012,3,5,170,1.3
21/04/2012,4,5,160,2.8
21/04/2012,5,4,170,2.8
21/04/2012,6,4,160,3.3
21/04/2012,7,4,180,4.8
21/04/2012,8,3,220,6.8
21/04/2012,9,7,270,8.2
21/04/2012,10,7,280,9.0
21/04/2012,11,8,280,10.2
21/04/2012,12,8,280,10.9
21/04/2012,13,8,290,12.1
21/04/2012,14,8,280,11.2
21/04/2012,15,13,240,10.1
21/04/2012,16,9,230,10.7
21/04/2012,17,8,230,9.4
21/04/2012,18,7,250,8.9
21/04/2012,19,7,240,8.6
21/04/2012,20,6,230,8.2
21/04/2012,21,6,230,7.1
21/04/2012,22,7,250,6.3
21/04/2012,23,6,230,4.7
22/04/2012,0,5,200,4.9
22/04/2012,1,6,210,4.9
22/04/2012,2,6,190,4.1
22/04/2012,3,5,180,2.7
22/04/2012,4,5,170,2.9
22/04/2012,5,6,170,2.1
22/04/2012,6,7,170,2.5
22/04/2012,7,6,180,5.5
22/04/2012,8,6,210,8.0
22/04/2012,9,7,240,9.4
22/04/2012,10,8,250,11.1
22/04/2012,11,11,250,11.6
22/04/2012,12,13,250,11.9
22/04/2012,13,12,240,11.9
22/04/2012,14,14,240,11.3
22/04/2012,15,13,220,9.7
22/04/2012,16,12,220,10.3
22/04/2012,17,12,230,10.2
22/04/2012,18,7,230,7.1
22/04/2012,19,4,170,7.6
22/04/2012,20,5,270,8.3
22/04/2012,21,5,220,7.9
22/04/2012,22,6,220,7.0
22/04/2012,23,5,200,6.4
23/04/2012,0,6,180,6.4
23/04/2012,1,7,190,6.2
23/04/2012,2,6,190,6.5
23/04/2012,3,6,200,6.6
23/04/2012,4,5,170,6.0
23/04/2012,5,7,160,5.5
23/04/2012,6,7,150,6.0
23/04/2012,7,9,130,6.8
23/04/2012,8,11,120,8.7
23/04/2012,9,12,120,8.9
23/04/2012,10,13,120,7.8
23/04/2012,11,13,120,8.1
23/04/2012,12,14,110,8.3
23/04/2012,13,14,100,7.7
23/04/2012,14,15,100,7.8
23/04/2012,15,13,90,7.6
23/04/2012,16,12,80,7.6
23/04/2012,17,10,60,7.4
23/04/2012,18,10,40,7.1
23/04/2012,19,9,20,6.8
23/04/2012,20,10,20,6.7
23/04/2012,21,11,20,6.6
23/04/2012,22,10,10,6.6
23/04/2012,23,10,10,6.6
24/04/2012,0,11,360,6.4
24/04/2012,1,11,360,6.3
24/04/2012,2,9,350,6.1
24/04/2012,3,10,350,6.1
24/04/2012,4,9,340,6.3
24/04/2012,5,9,340,6.2
24/04/2012,6,8,330,6.3
24/04/2012,7,9,330,6.4
24/04/2012,8,9,330,6.3
24/04/2012,9,6,330,7.7
24/04/2012,10,8,320,10.4
24/04/2012,11,9,330,10.7
24/04/2012,12,8,320,10.4
24/04/2012,13,8,300,11.2
24/04/2012,14,6,320,11.2
24/04/2012,15,4,300,12.5
24/04/2012,16,4,290,11.6
24/04/2012,17,8,240,10.3
24/04/2012,18,6,220,10.7
24/04/2012,19,5,220,9.2
24/04/2012,20,5,170,6.5
24/04/2012,21,5,180,7.6
24/04/2012,22,6,160,6.7
24/04/2012,23,7,150,6.9
25/04/2012,0,7,140,6.7
25/04/2012,1,9,130,6.3
25/04/2012,2,10,120,6.6
25/04/2012,3,13,120,7.0
25/04/2012,4,15,110,7.1
25/04/2012,5,16,120,7.4
25/04/2012,6,18,130,6.1
25/04/2012,7,20,130,5.6
25/04/2012,8,22,120,5.9
25/04/2012,9,21,110,6.9
25/04/2012,10,19,120,8.1
25/04/2012,11,17,140,9.5
25/04/2012,12,18,160,10.6
25/04/2012,13,16,170,11.1
25/04/2012,14,15,150,10.7
25/04/2012,15,15,150,10.5
25/04/2012,16,16,150,11.1
25/04/2012,17,17,160,10.9
25/04/2012,18,20,160,11.2
25/04/2012,19,20,170,10.6
25/04/2012,20,18,170,9.4
25/04/2012,21,16,160,9.3
25/04/2012,22,15,160,9.4
25/04/2012,23,15,170,9.2
26/04/2012,0,15,170,8.6
26/04/2012,1,9,170,8.4
26/04/2012,2,12,160,8.6
26/04/2012,3,9,160,8.4
26/04/2012,4,7,200,8.8
26/04/2012,5,11,200,8.3
26/04/2012,6,12,190,8.5
26/04/2012,7,12,180,9.5
26/04/2012,8,13,190,9.6
26/04/2012,9,14,200,10.5
26/04/2012,10,16,200,11.5
26/04/2012,11,17,200,11.1
26/04/2012,12,22,200,12.9
26/04/2012,13,20,200,12.4
26/04/2012,14,20,200,13.3
26/04/2012,15,21,200,13.3
26/04/2012,16,21,200,12.6
26/04/2012,17,20,210,12.2
26/04/2012,18,19,200,11.9
26/04/2012,19,18,200,10.8
26/04/2012,20,16,200,10.5
26/04/2012,21,16,200,10.2
26/04/2012,22,14,200,10.0
26/04/2012,23,14,210,9.8
27/04/2012,0,12,210,9.7
27/04/2012,1,12,210,9.5
27/04/2012,2,12,210,8.9
27/04/2012,3,10,200,8.7
27/04/2012,4,10,190,8.6
27/04/2012,5,9,190,8.4
27/04/2012,6,8,190,8.8
27/04/2012,7,10,190,9.6
27/04/2012,8,9,200,10.6
27/04/2012,9,9,210,11.4
27/04/2012,10,10,190,11.1
27/04/2012,11,8,210,11.9
27/04/2012,12,10,180,11.8
27/04/2012,13,10,220,10.4
27/04/2012,14,5,10,10.1
27/04/2012,15,4,50,12.5
27/04/2012,16,8,320,10.3
27/04/2012,17,6,10,9.4
27/04/2012,18,8,20,9.3
27/04/2012,19,8,50,9.6
27/04/2012,20,7,40,9.0
27/04/2012,21,7,40,8.8
27/04/2012,22,5,30,8.4
27/04/2012,23,4,30,8.4
28/04/2012,0,4,10,8.3
28/04/2012,1,6,20,8.2
28/04/2012,2,10,20,7.7
28/04/2012,3,11,30,7.4
28/04/2012,4,12,30,7.3
28/04/2012,5,11,30,7.3
28/04/2012,6,13,30,7.4
28/04/2012,7,13,20,7.5
28/04/2012,8,12,20,7.4
28/04/2012,9,13,20,7.4
28/04/2012,10,13,30,7.8
28/04/2012,11,13,20,7.9
28/04/2012,12,14,20,7.9
28/04/2012,13,14,20,7.9
28/04/2012,14,15,30,8.0
28/04/2012,15,16,30,8.1
28/04/2012,16,15,30,8.0
28/04/2012,17,16,30,7.5
28/04/2012,18,18,30,6.9
28/04/2012,19,19,30,6.4
28/04/2012,20,18,30,5.8
28/04/2012,21,19,20,5.5
28/04/2012,22,20,20,5.0
28/04/2012,23,22,20,5.1
29/04/2012,0,21,30,4.8
29/04/2012,1,21,30,5.1
29/04/2012,2,21,30,5.1
29/04/2012,3,23,30,5.2
29/04/2012,4,25,30,5.1
29/04/2012,5,25,30,5.3
29/04/2012,6,25,40,5.5
29/04/2012,7,25,40,5.7
29/04/2012,8,26,40,6.0
29/04/2012,9,29,30,6.4
29/04/2012,10,26,40,6.7
29/04/2012,11,25,40,7.1
29/04/2012,12,26,40,7.4
29/04/2012,13,17,50,8.4
29/04/2012,14,13,60,11.1
29/04/2012,15,13,80,12.0
29/04/2012,16,12,100,13.7
29/04/2012,17,15,120,11.9
29/04/2012,18,19,140,10.6
29/04/2012,19,17,150,9.8
29/04/2012,20,11,160,8.0
29/04/2012,21,8,110,8.7
29/04/2012,22,12,120,9.3
29/04/2012,23,12,120,9.2
30/04/2012,0,10,120,9.2
30/04/2012,1,10,120,9.1
30/04/2012,2,13,130,9.8
30/04/2012,3,14,130,9.4
30/04/2012,4,14,130,8.7
30/04/2012,5,13,120,8.5
30/04/2012,6,13,120,8.7
30/04/2012,7,13,120,9.6
30/04/2012,8,14,130,11.2
30/04/2012,9,16,140,12.1
30/04/2012,10,16,130,13.6
30/04/2012,11,14,130,14.4
30/04/2012,12,13,130,14.6
30/04/2012,13,13,120,16.3
30/04/2012,14,14,120,16.7
30/04/2012,15,13,110,17.1
30/04/2012,16,14,90,16.9
30/04/2012,17,14,80,17.0
30/04/2012,18,15,70,15.5
30/04/2012,19,14,70,14.3
30/04/2012,20,12,60,14.1
30/04/2012,21,12,70,13.6
30/04/2012,22,12,70,12.4
30/04/2012,23,6,20,11.5
01/05/2012,0,11,30,11.5
01/05/2012,1,14,40,12.3
01/05/2012,2,15,50,11.2
01/05/2012,3,11,50,12.2
01/05/2012,4,14,80,11.9
01/05/2012,5,15,60,11.6
01/05/2012,6,12,60,10.9
01/05/2012,7,9,40,10.4
01/05/2012,8,9,40,10.5
01/05/2012,9,7,50,11.2
01/05/2012,10,8,60,11.6
01/05/2012,11,7,80,12.4
01/05/2012,12,6,90,12.6
01/05/2012,13,5,90,13.6
01/05/2012,14,5,190,13.6
01/05/2012,15,6,210,15.9
01/05/2012,16,7,230,15.5
01/05/2012,17,5,240,16.0
01/05/2012,18,4,290,15.7
